c_date,c_price,c_open,c_high,c_low
2019-01-13,446.00000,506.00000,506.00000,506.00000
2019-01-06,450.00000,500.00000,500.00000,500.00000
2018-12-30,445.50000,504.00000,504.00000,504.00000
2018-12-23,467.28000,502.00000,502.00000,502.00000
2018-12-16,459.00000,509.23000,509.23000,509.23000
2018-12-09,471.50000,509.00000,509.00000,509.00000
2018-12-02,474.00000,519.00000,519.00000,519.00000
2018-11-25,499.49000,519.00000,519.00000,519.00000
2018-11-18,493.50000,520.95000,520.95000,520.95000
2018-11-11,508.00000,517.00000,517.00000,517.00000
2018-11-04,513.50000,516.00000,516.00000,516.00000
2018-10-28,518.00000,520.00000,520.00000,520.00000
2018-10-21,506.00000,540.00000,540.00000,540.00000
2018-10-14,500.00000,540.00000,540.00000,540.00000
2018-10-07,504.00000,540.00000,540.00000,540.00000
2018-09-30,502.00000,540.00000,540.00000,540.00000
2018-09-23,509.23000,548.00000,548.00000,548.00000
2018-09-16,509.00000,548.17000,548.17000,548.17000
2018-09-09,519.00000,550.50000,550.50000,550.50000
2018-09-02,519.00000,544.00000,544.00000,544.00000
2018-08-26,520.95000,550.00000,550.00000,550.00000
2018-08-19,517.00000,534.00000,534.00000,534.00000
2018-08-12,516.00000,555.00000,555.00000,555.00000
2018-08-05,520.00000,555.00000,555.00000,555.00000
2018-07-29,540.00000,558.00000,558.00000,558.00000
2018-07-22,540.00000,556.00000,556.00000,556.00000
2018-07-15,540.00000,555.00000,555.00000,555.00000
2018-07-08,540.00000,555.00000,555.00000,555.00000
2018-07-01,548.00000,555.00000,555.00000,555.00000
2018-06-24,548.17000,541.00000,541.00000,541.00000
2018-06-17,550.50000,584.17000,584.17000,584.17000
2018-06-10,544.00000,587.00000,587.00000,587.00000
2018-06-03,550.00000,594.00000,594.00000,594.00000
2018-05-27,534.00000,592.00000,592.00000,592.00000
2018-05-20,555.00000,601.00000,601.00000,601.00000
2018-05-13,555.00000,568.00000,568.00000,568.00000
2018-05-06,558.00000,570.00000,570.00000,570.00000
2018-04-29,556.00000,571.00000,571.00000,571.00000
2018-04-22,555.00000,540.00000,540.00000,540.00000
2018-04-15,555.00000,564.00000,564.00000,564.00000
2018-04-08,555.00000,564.00000,564.00000,564.00000
2018-04-01,541.00000,573.50000,573.50000,573.50000
2018-03-25,584.17000,561.00000,561.00000,561.00000
2018-03-18,587.00000,559.00000,559.00000,559.00000
2018-03-11,594.00000,550.50000,550.50000,550.50000
2018-03-04,592.00000,550.50000,550.50000,550.50000
2018-02-25,601.00000,555.00000,555.00000,555.00000
2018-02-18,568.00000,555.00000,555.00000,555.00000
2018-02-11,570.00000,521.00000,521.00000,521.00000
2018-02-04,571.00000,517.00000,517.00000,517.00000
2018-01-28,540.00000,517.00000,517.00000,517.00000
2018-01-21,564.00000,522.00000,522.00000,522.00000
2018-01-14,564.00000,522.50000,522.50000,522.50000
2018-01-07,573.50000,518.00000,518.00000,518.00000
2017-12-31,561.00000,523.00000,523.00000,523.00000
2017-12-24,559.00000,516.00000,516.00000,516.00000
2017-12-17,550.50000,530.00000,530.00000,530.00000
2017-12-10,550.50000,547.00000,547.00000,547.00000
2017-12-03,555.00000,558.00000,558.00000,558.00000
2017-11-26,555.00000,563.00000,563.00000,563.00000
2017-11-19,521.00000,546.00000,546.00000,546.00000
2017-11-12,517.00000,521.00000,521.00000,521.00000
2017-11-05,517.00000,520.00000,520.00000,520.00000
2017-10-29,522.00000,522.00000,522.00000,522.00000
2017-10-22,522.50000,522.00000,522.00000,522.00000
2017-10-15,518.00000,500.00000,500.00000,500.00000
2017-10-08,523.00000,458.00000,458.00000,458.00000
2017-10-01,516.00000,458.00000,458.00000,458.00000
2017-09-24,530.00000,456.00000,456.00000,456.00000
2017-09-17,547.00000,427.07000,427.07000,427.07000
2017-09-10,558.00000,432.00000,432.00000,432.00000
2017-09-03,563.00000,434.00000,434.00000,434.00000
2017-08-27,546.00000,438.00000,438.00000,438.00000
2017-08-20,521.00000,440.00000,440.00000,440.00000
2017-08-13,520.00000,433.00000,433.00000,433.00000
2017-08-06,522.00000,435.00000,435.00000,435.00000
2017-07-30,522.00000,432.00000,432.00000,432.00000
2017-07-23,500.00000,427.00000,427.00000,427.00000
2017-07-16,458.00000,423.81000,423.81000,423.81000
2017-07-09,458.00000,425.00000,425.00000,425.00000
2017-07-02,456.00000,425.00000,425.00000,425.00000
2017-06-25,427.07000,432.00000,432.00000,432.00000
2017-06-18,432.00000,436.30000,436.30000,436.30000
2017-06-11,434.00000,442.00000,442.00000,442.00000
2017-06-04,438.00000,450.00000,450.00000,450.00000
2017-05-28,440.00000,453.50000,453.50000,453.50000
2017-05-21,433.00000,450.00000,450.00000,450.00000
2017-05-14,435.00000,417.50000,417.50000,417.50000
2017-05-07,432.00000,418.00000,418.00000,418.00000
2017-04-30,427.00000,404.00000,404.00000,404.00000
2017-04-23,423.81000,401.00000,401.00000,401.00000
2017-04-16,425.00000,420.00000,420.00000,420.00000
2017-04-09,425.00000,425.00000,425.00000,425.00000
2017-04-02,432.00000,432.00000,432.00000,432.00000
2017-03-26,436.30000,435.00000,435.00000,435.00000
2017-03-19,442.00000,428.25000,428.25000,428.25000
2017-03-12,450.00000,435.00000,435.00000,435.00000
2017-03-05,453.50000,440.00000,440.00000,440.00000
2017-02-26,450.00000,430.00000,430.00000,430.00000
2017-02-19,417.50000,437.00000,437.00000,437.00000
2017-02-12,418.00000,425.00000,425.00000,425.00000
2017-02-05,404.00000,422.00000,422.00000,422.00000
2017-01-29,401.00000,415.00000,415.00000,415.00000
2017-01-22,420.00000,409.00000,409.00000,409.00000
2017-01-15,425.00000,372.00000,372.00000,372.00000
2017-01-08,432.00000,372.00000,372.00000,372.00000
2017-01-01,435.00000,369.00000,369.00000,369.00000
2016-12-25,428.25000,369.00000,369.00000,369.00000
2016-12-18,435.00000,370.00000,370.00000,370.00000
2016-12-11,440.00000,370.00000,370.00000,370.00000
2016-12-04,430.00000,372.00000,372.00000,372.00000
2016-11-27,437.00000,380.00000,380.00000,380.00000
2016-11-20,425.00000,382.00000,382.00000,382.00000
2016-11-13,422.00000,384.00000,384.00000,384.00000
2016-11-06,415.00000,384.00000,384.00000,384.00000
2016-10-30,409.00000,387.00000,387.00000,387.00000
2016-10-23,372.00000,398.00000,398.00000,398.00000
2016-10-16,372.00000,379.69000,379.69000,379.69000
2016-10-09,369.00000,381.00000,381.00000,381.00000
2016-10-02,369.00000,381.00000,381.00000,381.00000
2016-09-25,370.00000,385.00000,385.00000,385.00000
2016-09-18,370.00000,391.00000,391.00000,391.00000
2016-09-11,372.00000,402.00000,402.00000,402.00000
2016-09-04,380.00000,403.00000,403.00000,403.00000
2016-08-28,382.00000,403.00000,403.00000,403.00000
2016-08-21,384.00000,413.00000,413.00000,413.00000
2016-08-14,384.00000,475.00000,475.00000,475.00000
2016-08-07,387.00000,475.00000,475.00000,475.00000
2016-07-31,398.00000,502.00000,502.00000,502.00000
2016-07-24,379.69000,502.00000,502.00000,502.00000
2016-07-17,381.00000,454.00000,454.00000,454.00000
2016-07-10,381.00000,454.00000,454.00000,454.00000
2016-07-03,385.00000,447.00000,447.00000,447.00000
2016-06-26,391.00000,423.00000,423.00000,423.00000
2016-06-19,402.00000,387.50000,387.50000,387.50000
2016-06-12,403.00000,358.00000,358.00000,358.00000
2016-06-05,403.00000,355.00000,355.00000,355.00000
2016-05-29,413.00000,348.00000,348.00000,348.00000
2016-05-22,475.00000,325.50000,325.50000,325.50000
2016-05-15,475.00000,319.50000,319.50000,319.50000
2016-05-08,502.00000,320.50000,320.50000,320.50000
2016-05-01,502.00000,322.00000,322.00000,322.00000
2016-04-24,454.00000,323.00000,323.00000,323.00000
2016-04-17,454.00000,323.18000,323.18000,323.18000
2016-04-10,447.00000,326.50000,326.50000,326.50000
2016-04-03,423.00000,327.00000,327.00000,327.00000
2016-03-27,387.50000,327.00000,327.00000,327.00000
2016-03-20,358.00000,326.38000,326.38000,326.38000
2016-03-13,355.00000,326.00000,326.00000,326.00000
2016-03-06,348.00000,326.00000,326.00000,326.00000
2016-02-28,325.50000,325.00000,325.00000,325.00000
2016-02-21,319.50000,330.00000,330.00000,330.00000
