Open_2y,High_2y,Low_2y,Adj Close,Volume_2y,Date,Close,Close_2y
54.22999954,55.15999985,46.74000168,47.02999878,831400,2005/3/1,165.8500061,47.02999878
47.04000092,55.43999863,46.58000183,54.77000046,920900,2005/4/1,141.9700012,54.77000046
54.75999832,63.52000046,53.74000168,63.25,701000,2005/5/1,142.2100067,63.25
63.24000168,68.68000031,63.24000168,64.25,742700,2005/6/1,129.6499939,64.25
64.25,65.68000031,61.54999924,64.83000183,764700,2005/7/1,158.6999969,64.83000183
64.83000183,69.80000305,61.95000076,69.18000031,580600,2005/8/1,157.5299988,69.18000031
69.18000031,69.58000183,62.18999863,63.06999969,885400,2005/9/1,169.9799957,63.06999969
63.06000137,77.08000183,63.06000137,76.31999969,861900,2005/10/1,162.9299927,76.31999969
76.26999664,79.40000153,73.40000153,79.23000336,699900,2005/11/1,185.0399933,79.23000336
79.23000336,100.1999969,77.90000153,96.29000092,1441300,2005/12/1,187.25,96.29000092
96.29000092,100.4700012,87.23999786,92.33000183,1211000,2006/1/1,237.5399933,92.33000183
92.34999847,102.9599991,88.91999817,102.3600006,864500,2006/2/1,230.5099945,102.3600006
102.3700027,108.7600021,91.97000122,103.3000031,1543300,2006/3/1,270.1499939,103.3000031
103.2799988,109.5899963,90.02999878,90.19000244,1460600,2006/4/1,286.2900085,90.19000244
90.13999939,99.27999878,83.27999878,98.15000153,1352700,2006/5/1,269.0499878,98.15000153
98.16000366,115.5500031,95.48000336,114.9499969,1209600,2006/6/1,285.5799866,114.9499969
114.8799973,126.4899979,110.5899963,126.1800003,1713500,2006/7/1,265.2999878,126.1800003
126.1200027,126.3199997,112.7699966,120.8399963,1192600,2006/8/1,247.2400055,120.8399963
120.8799973,134.3000031,119.8000031,133.6000061,1623200,2006/9/1,249.0299988,133.6000061
133.6699982,145.6900024,113.8099976,128.7200012,2915800,2006/10/1,291.2799988,128.7200012
128.7200012,164.7599945,128.6000061,161.8200073,2140200,2006/11/1,313.6400146,161.8200073
161.8300018,166.9400024,146.6399994,160.0399933,2317000,2006/12/1,302.2600098,160.0399933
160.0500031,169.0599976,144.0500031,167.1399994,2554000,2007/1/1,347.3200073,167.1399994
167.2299957,192.0599976,164.7700043,188.5,2221800,2007/2/1,347.730011,188.5
188.5500031,192.1999969,159.8800049,165.8500061,3597400,2007/3/1,376.5700073,165.8500061
165.8600006,169.1100006,137.3699951,141.9700012,3662300,2007/4/1,393.3699951,141.9700012
142.0700073,149.8399963,128.3500061,142.2100067,3021300,2007/5/1,423.6400146,142.2100067
142.1600037,150.4799957,128.7200012,129.6499939,3165500,2007/6/1,393.1499939,129.6499939
129.6600037,161.0800018,129.4400024,158.6999969,2983900,2007/7/1,368.5899963,158.6999969
158.6300049,167.6799927,149.25,157.5299988,2364200,2007/8/1,368.9400024,157.5299988
157.5399933,171.0700073,157.5399933,169.9799957,2072600,2007/9/1,409.3800049,169.9799957
169.9799957,171.2799988,145.4400024,162.9299927,2379400,2007/10/1,424.25,162.9299927
162.9199982,186.1699982,162.6000061,185.0399933,2134900,2007/11/1,398.2900085,185.0399933
185.0700073,194.1600037,179.4199982,187.25,1925800,2007/12/1,416.7099915,187.25
187.3600006,240.1799927,187.3600006,237.5399933,2751000,2008/1/1,379.1900024,237.5399933
237.4100037,243.9499969,216.5800018,230.5099945,2465000,2008/2/1,416.6000061,230.5099945
230.5200043,279.3200073,227.3600006,270.1499939,2887600,2008/3/1,437.4400024,270.1499939
270.2399902,300.6400146,270.2399902,286.2900085,2472400,2008/4/1,488.6799927,286.2900085
286.4100037,323.7799988,247.1300049,269.0499878,3866600,2008/5/1,536.1099854,269.0499878
268.980011,285.9100037,231.1100006,285.5799866,4494600,2008/6/1,547,285.5799866
285.4299927,289.1199951,242.3800049,265.2999878,3437500,2008/7/1,457.3200073,265.2999878
265.0899963,269.3900146,242.6100006,247.2400055,2954000,2008/8/1,403.2000122,247.2400055
247.2400055,263.6799927,231.5700073,249.0299988,3013500,2008/9/1,252.7899933,249.0299988
248.9900055,301.4200134,238.5899963,291.2799988,3445700,2008/10/1,180.0299988,291.2799988
291.3800049,315.3999939,280.1300049,313.6400146,2727800,2008/11/1,153.8699951,313.6400146
313.6400146,336.519989,296.75,302.2600098,2746600,2008/12/1,184.7799988,302.2600098
302.4500122,348.2900085,291.4599915,347.3200073,2632600,2009/1/1,164.9400024,347.3200073
347.4899902,369.2399902,333.8399963,347.730011,2260000,2009/2/1,132.1399994,347.730011
347.1300049,383.1799927,325.7999878,376.5700073,2871100,2009/3/1,147.5,376.5700073
376.7900085,415.1900024,375.75,393.3699951,2309900,2009/4/1,183.4700012,393.3699951
393.4700012,428.230011,384.9500122,423.6400146,2490400,2009/5/1,205.8200073,423.6400146
423.7900085,434.6099854,374.9500122,393.1499939,2713800,2009/6/1,207.2599945,393.1499939
393.1199951,430.7600098,366.2999878,368.5899963,2645900,2009/7/1,209.0899963,368.5899963
368.480011,372.1300049,296.5499878,368.9400024,3098500,2009/8/1,215.5200043,368.9400024
368.7399902,415.7200012,355.2099915,409.3800049,1821200,2009/9/1,229.6499939,409.3800049
409.2999878,441.8999939,394.7999878,424.25,2148400,2009/10/1,198.8300018,424.25
423.8399963,423.8399963,353.0899963,398.2900085,2141200,2009/11/1,230.0099945,398.2900085
398.2999878,427.4400024,385.1000061,416.7099915,1513500,2009/12/1,257.1900024,416.7099915
417.2000122,419.7600098,313.6600037,379.1900024,2612600,2010/1/1,226.1799927,379.1900024
379.5899963,443.75,359.1000061,416.6000061,1757800,2010/2/1,254.9900055,416.6000061
416.7099915,458.3299866,390.0899963,437.4400024,1935800,2010/3/1,292.6400146,437.4400024
438.0100098,507.0499878,428.2099915,488.6799927,1975200,2010/4/1,272.2099915,488.6799927
488.1799927,566.8300171,467.3200073,536.1099854,2068500,2010/5/1,254.1000061,536.1099854
536.0700073,566.3499756,505.5400085,547,2138200,2010/6/1,215.3099976,547
546.539978,546.539978,405.480011,457.3200073,3060700,2010/7/1,236.5,457.3200073
456.8999939,457.1199951,379.3900146,403.2000122,1958900,2010/8/1,226.75,403.2000122
402.5,402.5,225.7200012,252.7899933,3315800,2010/9/1,240.2200012,252.7899933
252.6100006,252.8399963,136.3099976,180.0299988,4758200,2010/10/1,243.8300018,180.0299988
180.0299988,195.2100067,102.1600037,153.8699951,2651300,2010/11/1,254.4400024,153.8699951
153.5299988,204.2599945,128.4199982,184.7799988,2674500,2010/12/1,292.1199951,184.7799988
184.7299957,203.4600067,153.9799957,164.9400024,2569700,2011/1/1,306.6799927,164.9400024
164.7400055,198.1600037,131.5500031,132.1399994,2641400,2011/2/1,321.8099976,132.1399994
132.0099945,162.6100006,116,147.5,3559500,2011/3/1,319.5100098,147.5
147.1799927,191.6699982,142.3800049,183.4700012,2808100,2011/4/1,315.7900085,183.4700012
183.5099945,212.7899933,170.5200043,205.8200073,2501000,2011/5/1,296.9700012,205.8200073
206.5299988,240.2100067,193.9900055,207.2599945,2849100,2011/6/1,294.3900146,207.2599945
207.5500031,220.8000031,176.0899963,209.0899963,2527900,2011/7/1,275.9200134,209.0899963
209.9299927,230.7400055,207.1799927,215.5200043,2005500,2011/8/1,240.3099976,215.5200043
215.5099945,254.9600067,205.2899933,229.6499939,2333900,2011/9/1,182.1699982,229.6499939
229.6000061,242.1300049,195.7200012,198.8300018,2623300,2011/10/1,228.0800018,198.8300018
198.9600067,233.9400024,191.6000061,230.0099945,2048100,2011/11/1,234.5099945,230.0099945
230.3600006,268.2999878,225.5099945,257.1900024,2092000,2011/12/1,229.8300018,257.1900024
257.5899963,297.7999878,224.6000061,226.1799927,2519900,2012/1/1,254.2799988,226.1799927
226.4299927,263.4400024,216.5299988,254.9900055,2491500,2012/2/1,238.9499969,254.9900055
255.0800018,300.1099854,254.5200043,292.6400146,2393400,2012/3/1,245.2599945,292.6400146
292.8800049,313.8299866,271.8699951,272.2099915,2365000,2012/4/1,231.9400024,272.2099915
272.4899902,280.6700134,229,254.1000061,3470300,2012/5/1,189.8200073,254.1000061
253.9299927,256.3900146,214.7400055,215.3099976,2684100,2012/6/1,199.8699951,215.3099976
215.2700043,249.7899933,208.0399933,236.5,2385900,2012/7/1,196.1999969,236.5
236.8099976,251.2200012,217.3999939,226.75,1782700,2012/8/1,187.1499939,226.75
227.0899963,254.6399994,227.0899963,240.2200012,1801500,2012/9/1,192.6699982,240.2200012
240.4799957,256.5400085,232.8300018,243.8300018,1764400,2012/10/1,193.4400024,243.8300018
244,266.4899902,243.8699951,254.4400024,1610800,2012/11/1,191.7899933,254.4400024
254.7299957,299.3500061,254.7200012,292.1199951,1661200,2012/12/1,212.7599945,292.1199951
292.2900085,314.75,289.2900085,306.6799927,1842000,2013/1/1,220.8300018,306.6799927
306.8800049,339.2999878,306.5599976,321.8099976,1283100,2013/2/1,207.7200012,321.8099976
321.9500122,324.7399902,291.6600037,319.5100098,9677300,2013/3/1,207.7299957,319.5100098
319.6400146,331.2900085,299.6499939,315.7900085,1383400,2013/4/1,196.2200012,315.7900085
315.8699951,316.6799927,281.9599915,296.9700012,1604800,2013/5/1,197.8500061,296.9700012
296.1199951,296.5499878,265.6400146,294.3900146,1908400,2013/6/1,190.9600067,294.3900146
294.0700073,302.25,269.8900146,275.9200134,1606200,2013/7/1,206.2299957,275.9200134
277.4599915,281,205.2299957,240.3099976,2418000,2013/8/1,202.5299988,240.3099976
240.2599945,242.3300018,182.1600037,182.1699982,1995200,2013/9/1,219.7599945,182.1699982
181.8500061,243.5,165.4400024,228.0800018,2051000,2013/10/1,237.8999939,228.0800018
227.2200012,243.2899933,206.1300049,234.5099945,1687400,2013/11/1,239.4100037,234.5099945
236.0599976,248.3099976,216.1399994,229.8300018,1524800,2013/12/1,251.4400024,229.8300018
230.4400024,266.7399902,230.4400024,254.2799988,1364000,2014/1/1,223.8800049,254.2799988
255.6900024,265.9700012,237.3800049,238.9499969,1139800,2014/2/1,227.5200043,238.9499969
240.3099976,259.0700073,224.8399963,245.2599945,1550200,2014/3/1,236.5599976,245.2599945
245.1699982,252.3699951,225.8399963,231.9400024,1292800,2014/4/1,236.6900024,231.9400024
231.6399994,236.0099945,187.3500061,189.8200073,1367400,2014/5/1,230.0399933,189.8200073
189.3699951,201.8800049,180.3800049,199.8699951,1581000,2014/6/1,234.0599976,199.8699951
199.9199982,207.8300018,179.5,196.1999969,1266800,2014/7/1,237.9100037,196.1999969
196.6999969,209.9199982,185.5800018,187.1499939,1132400,2014/8/1,253.8000031,187.1499939
187.1600037,217.2899933,181.6399994,192.6699982,1310600,2014/9/1,242.4100037,192.6699982
193.4100037,211.4900055,189.1199951,193.4400024,5914800,2014/10/1,241.8099976,193.4400024
193.9199982,205.4400024,185.4400024,191.7899933,993400,2014/11/1,231.3000031,191.7899933
192.8000031,213.2100067,188.1399994,212.7599945,950200,2014/12/1,211.4400024,212.7599945
213.3600006,227.7299957,213.3600006,220.8300018,734600,2015/1/1,183.25,220.8300018
222.0099945,228.7100067,201.2200012,207.7200012,960600,2015/2/1,196.8800049,207.7200012
206.8000031,216.2200012,201.3899994,207.7299957,1149200,2015/3/1,197.2799988,207.7299957
207.8200073,208.6100006,184.5700073,196.2200012,1445600,2015/4/1,208.2700043,196.2200012
195.0099945,213.7799988,189.3999939,197.8500061,1182600,2015/5/1,203.1100006,197.8500061
198.1699982,201.3300018,183.3200073,190.9600067,1148600,2015/6/1,189.8999939,190.9600067
192.2599945,208.8699951,190.6600037,206.2299957,10763600,2015/7/1,178.8399963,206.2299957
207.8800049,221.2299957,201.8699951,202.5299988,62930400,2015/8/1,173.5399933,202.5299988
203.7799988,231.1699982,201.7100067,219.7599945,65143400,2015/9/1,146.7400055,219.7599945
219.2799988,239.8399963,214.7100067,237.8999939,108995300,2015/10/1,162.6300049,237.8999939
238.0200043,250.1799927,237.6100006,239.4100037,71322300,2015/11/1,156.3000031,239.4100037
239.4799957,254.5399933,235.5599976,251.4400024,79444500,2015/12/1,151.3699951,251.4400024
251,252.6600037,220.6100006,223.8800049,109699500,2016/1/1,147.25,223.8800049
223.5,237.9499969,214.7799988,227.5200043,90726100,2016/2/1,154.1699982,227.5200043
226.8600006,241.1499939,221.0099945,236.5599976,95232500,2016/3/1,187.5,236.5599976
237.4900055,244.5200043,230.9499969,236.6900024,107330500,2016/4/1,200.9799957,236.6900024
236.8699951,243.4499969,229.6199951,230.0399933,69786100,2016/5/1,190.8699951,230.0399933
230.4100037,238.6300049,226.25,234.0599976,86221600,2016/6/1,196.5099945,234.0599976
234.8500061,244.1100006,232.7400055,237.9100037,124610400,2016/7/1,220.6100006,237.9100037
237.1199951,257.5400085,235.0200043,253.8000031,81472800,2016/8/1,197.8999939,253.8000031
254.0200043,270.0100098,241.1699982,242.4100037,111013700,2016/9/1,202.8999939,242.4100037
242.1000061,242.2100067,206.9100037,241.8099976,173421400,2016/10/1,198.7700043,241.8099976
241.6300049,241.6300049,227.1699982,231.3000031,85481500,2016/11/1,257.5299988,231.3000031
230.9199982,233.9499969,203.6399994,211.4400024,114559300,2016/12/1,250.0800018,211.4400024
211.5,213.8200073,178.0099945,183.25,133981800,2017/1/1,248.6999969,183.25
183.2200012,205.9299927,182.1300049,196.8800049,108114400,2017/2/1,266.7099915,196.8800049
196.9799957,200.4199982,185.9400024,197.2799988,139559900,2017/3/1,249.5399933,197.2799988
196.9100037,212.9900055,191.3600006,208.2700043,138437100,2017/4/1,243.3300018,208.2700043
209.0700073,215.8500061,201.8899994,203.1100006,97675900,2017/5/1,228.0899963,203.1100006
203.3500061,215.7400055,189.2700043,189.8999939,120341100,2017/6/1,235.0599976,189.8999939
189.8999939,192.7700043,168.9199982,178.8399963,161037000,2017/7/1,236.7400055,178.8399963
178.8200073,190.5299988,158.9600067,173.5399933,125450100,2017/8/1,235.2200012,173.5399933
173.5399933,176.3800049,143.6699982,146.7400055,135990800,2017/9/1,240.1499939,146.7400055
147,168.6100006,145.0800018,162.6300049,108072100,2017/10/1,247.9400024,162.6300049
162.6300049,170.2700043,151.2700043,156.3000031,91570900,2017/11/1,250.8200073,156.3000031
156.4100037,159.5,141.9799957,151.3699951,105829000,2017/12/1,278.1300049,151.3699951
150.9799957,151.3399963,127.4700012,147.25,120933700,2018/1/1,293.6499939,147.25
147.1799927,157.0500031,140.75,154.1699982,106457800,2018/2/1,297.4700012,154.1699982
154.1699982,191.8999939,154.1699982,187.5,156643000,2018/3/1,272.4700012,187.5
186.6900024,205.3600006,182.7100067,200.9799957,153100400,2018/4/1,278.5599976,200.9799957
200.9799957,203.9199982,177.4100037,190.8699951,157846000,2018/5/1,298.980011,190.8699951
190.6699982,207.0899963,181.9700012,196.5099945,160814200,2018/6/1,280.5100098,196.5099945
196.4799957,225.1999969,194.8399963,220.6100006,140848600,2018/7/1,296.1499939,220.6100006
220.6000061,220.6000061,196.1199951,197.8999939,135879500,2018/8/1,280.019989,197.8999939
198.3699951,207.2899933,182.0099945,202.8999939,152203600,2018/9/1,280.8399963,202.8999939
203.0500031,203.5899963,187.8300018,198.7700043,142526100,2018/10/1,252.9199982,198.7700043
199.4499969,263.6900024,192.4900055,257.5299988,180695200,2018/11/1,247.0700073,257.5299988
258.9200134,284.5100098,249.6900024,250.0800018,529250900,2018/12/1,209.8099976,250.0800018
251.8800049,266.480011,244.9199982,248.6999969,675321100,2019/1/1,250.1600037,248.6999969
251.4799957,278.1900024,241.6499939,266.7099915,614662600,2019/2/1,253.1199951,266.7099915
272.7900085,276.8999939,238.1499939,249.5399933,628916400,2019/3/1,242.0200043,249.5399933
251.0800018,257,230.1199951,243.3300018,755192800,2019/4/1,233.5899963,243.3300018
244.3300018,248.0299988,218.1300049,228.0899963,663828900,2019/5/1,194.8399963,228.0899963
228.0800018,243.1100006,218.1000061,235.0599976,708303800,2019/6/1,229.2799988,235.0599976
236.3899994,252.6000061,230.9600067,236.7400055,596602300,2019/7/1,227.9900055,236.7400055
237.3899994,240.8099976,224.1999969,235.2200012,452168600,2019/8/1,205.8600006,235.2200012
237.0099945,242.4400024,226.2700043,240.1499939,460545900,2019/9/1,216.3600006,240.1499939
239.0299988,260.2399902,237.5599976,247.9400024,489772300,2019/10/1,229.2799988,247.9400024
253.5899963,259.9100037,231.7899933,250.8200073,415821200,2019/11/1,243.8600006,250.8200073
251.7200012,282.980011,245.9799957,278.1300049,408564000,2019/12/1,242.1300049,278.1300049
281.0100098,311.3500061,280.9700012,293.6499939,477417000,2020/1/1,210.9499969,293.6499939
292.1499939,317.5100098,264.5700073,297.4700012,478859800,2020/2/1,187.6100006,297.4700012
303.3099976,314.6600037,261.2099915,272.4700012,577761600,2020/3/1,153.2599945,272.4700012
270.6000061,296.2399902,263.1099854,278.5599976,456828300,2020/4/1,166.2400055,278.5599976
276.5599976,310.2399902,269.25,298.980011,364083900,2020/5/1,176.5500031,298.980011
304.5599976,309.2900085,276.2900085,280.5100098,376386600,2020/6/1,177.9100037,280.5100098
278.5299988,308.3699951,276.75,296.1499939,298720600,2020/7/1,179.5,296.1499939
296.4500122,296.6499939,265.6700134,280.019989,366110700,2020/8/1,192.0399933,280.019989
277.8699951,291.0400085,269.980011,280.8399963,252926600,2020/9/1,187.4199982,280.8399963
282.2999878,287.5700073,240.1900024,252.9199982,434598000,2020/10/1,200.5200043,252.9199982
255.6600037,272.3599854,234.1499939,247.0700073,326388700,2020/11/1,221.8999939,247.0700073
253.3699951,256.5400085,201.3000031,209.8099976,337743100,2020/12/1,223.0899963,209.8099976
